key;author_name;book_ids
4838;Kathryn Sutherland;1850
4839;Kathy Acker;1136,7617
4840;Kathy Emery;454,9434
4841;Kathy Hicks;9347
4842;Katie Elliott;8254
4843;Katie Nix;7493
4844;Katie Yates;10070
4845;Katrina Kittle;270
4846;Katrina Service;8952
4847;Kautilya;6417
4848;Kay Arthur;6539
4849;Kay Hooper;2993
4850;Kay Nielsen;3560
4851;Kay Redfield Jamison;1872,3103,6247
4852;Kaye Gibbons;393,3113
4853;Kayla Perrin;9047
4854;Kaza Kingsley;8670
4855;Kazuaki Tanahashi;8286
4856;Kazuo Ishiguro;1001,5541,5542,5543,6100
4857;Kazuo Umezu;9171,9172,9182,9183,9184,9185
4858;Kealan Patrick Burke;8296
4859;Keay Davidson;3306
4860;Kei Kusunoki;10090
4861;Kei Ohishi;10111
4862;Keita Saeki;9123
4863;Keith Henderson;2648,4927
4864;Keith L. Parker;799
4865;Keith Akin;9386
4867;Keith Baker;7538
4868;Keith Birdsong;4414
4869;Keith Brooke;7451
4870;Keith Cox;6846
4871;Keith David;10078
4872;Keith Donohue;10535
4873;Keith Gray;10248
4874;Keith Herber;9413,9479,9483
4875;Keith Roberts;2217
4876;Keith Szarabajka;5347
4877;Keith Vasconcelles;9289
4878;Keith Wren;10305
4879;Kelley Armstrong;293,474,4755,4756,5440,5441,5442,5449,5450
4880;Kelley Jones;9361,9368
4881;Kelly Carr;10595
4882;Kelly Jones;8893
4883;Kelly Link;1489
4884;Kelly McGrath Vlcek;7191
4885;Kelly Preston;7493
4886;Kemp P. Battle;130
4887;Ken Babbs;9322
4888;Ken Follett;2581,2582,4588,4591,4598,8949
4889;Ken Geist;4118
4890;Ken Goldman;8296
4891;Ken Haedrich;9664
4892;Ken Kesey;981,1000,1608,5816,7198,9802
4893;Ken Kirkwood;6338
4894;Ken Knabb;8549
4895;Ken Krabbenhoft;8068
4896;Ken Mandelbaum;2215
4897;Ken Steacy;8898
4898;Kenneth Branagh;6444
4899;Kenneth Burke;1512
4900;Kenneth C. Laudon;949
4901;Kenneth Grahame;1585
4902;Kenneth H. Blanchard;3,789,794,815,6271,6311,8248,9353,9613
4903;Kenneth James Dover;1917,8280
4904;Kenneth L. Fisher;4835
4905;Kenneth Lafreniere;6206
4906;Kenneth M. Taggart;790
4907;Kenneth Maly;1901
4908;Kenneth Morris;2792
4909;Kenneth Muir;1907
4910;Kenneth Osgood;6457
4911;Kenneth P. Neat;10343
4912;Kenneth Rexroth;1570
4913;Kenneth Robeson;10603
4914;Kenneth Silverman;525
4915;Kent Beck;1927
4916;Kent R. Weeks;6334
4917;Kent Williams;9364
4918;Kenzaburō Ōe;6486,7649,10257
4919;Keri Hulme;7812
4920;Keri Wyatt Kent;8166
4921;Kermit L. Hall;1882
4922;Kermit Oliver;2066
4923;Keron Grant;7386
4924;Kerrelyn Sparks;665
4925;Kerrie Dougherty;7077
4926;Kerry A. Graves;6537
4927;Kerry Patterson;797
4928;Kerstin Hasenpusch;3670,8770
4929;Kevin Walsh;386
4930;Kevin McCarthy;9958
4931;Kevin Andrew Murphy;7943
4932;Kevin Baker;3012
4933;Kevin Brockmeier;8839
4934;Kevin Brooks;4147
4935;Kevin Crossley-Holland;1065,4057
4936;Kevin D. Mitnick;7178
4937;Kevin Grevioux;6824,6825
4938;Kevin Hawkes;6319
4939;Kevin Henkes;355,372,6322,6328
4940;Kevin J. Anderson;2631,5412,5413,7070,7230,7231,7271,7451
4941;Kevin Miller;7657
4942;Kevin O'Malley;7669
4943;Kevin Pariseau;244
4944;Kevin R. Free;104
4945;Kevin S. Decker;7972
4946;Kevin Shay;8796
4947;Kevin Smith;9396
4948;Kevin T. Stein;4249,8450
4949;Kevin Trudeau;6327,8650
4950;Kevin Waltman;4147
4951;Kieron Dwyer;10561
4952;Kilian Plunkett;9522
4953;Kim Deitch;5762
4954;Kim Edwards;1559
4955;Kim Harrison;280,281,282,423,424,474,510
4956;Kim McGillivray;9061
4957;Kim Newman;7440
4958;Kim Solga;8537
4959;Kim Stanley Robinson;2368,2389,2390,2391,5392,5393,5411,5433,5434,5461
4960;Kim W. Woods;2079
4961;Kim Wilson;8635
4962;Kimberly Farr;1944
4963;Kimberly Raye;2977
4964;Kimon Nicolaides;3755
4965;King Arthur Flour;8407
4966;Kingdome 19;10872
4967;Kinuko Y. Craft;6323
4968;Kip S. Thorne;3598,3626
4969;Kira Obolensky;9339
4970;Kira Salak;7583
4971;Kirk Albert Etienne;7484,7495
4972;Kirk Etienne Albert;7495
4973;Kirsten Carlson;8663
4974;Kitty Burns Florey;10625
4975;Kiyohiko Azuma;8982
4976;Klaus Janson;9359
4977;Klaus Mann;7752
4978;Knut Hamsun;1109,1320,1360,2065,8624,9285,10551
4979;Kōbō Abe;2003,3182,3183,3184
4980;Kofi Annan;9793
4981;Kohta Hirano;9959,9961
4982;Kōji Suzuki;9962,10573,10574,10575
4983;Konrad Eisenbichler;7611
4984;Konrad Lorenz;3831
4985;Konstantin Kolenda;4917
4986;Konstantin Mochulsky;934
4987;Kresley Cole;6807,9011,9026,9027
4988;Kris Lane;8137
4989;Krishna Winston;3002
4990;Kristen Kemp;4147
4991;Kristen Kidder;10628
4992;Kristi Gold;2965
4993;Kristian Fraga;9630
4994;Kristiana Gregory;4089
4995;Kristin Cast;2315
4996;Kristin Harmel;9047
4997;Kristin Lund;7077
4998;Kristin Schwengel;8442,8445
4999;Kristine Kathryn Rusch;8435,8445,8449
5000;Kristine Sandoe;8649
5001;Kuki Gallmann;577
5002;Kurban Said;830,10846
5003;Kurt Busiek;7388,8877,8886,8902
5004;Kurt Eichenwald;7305
5005;Kurt Reighley;2231
5006;Kurt Reiter;8237
5007;Kurt Vonnegut Jr.;190,509,2317,3381,3399,3401,3402,3404,3405,3406,3407,3863,5012,5548,6748,6765,8027,8375,9257,9721,10340
5008;Kurt Wolfgang;5762
5009;Kwame Anthony Appiah;2853,6426,9455
5010;Kyle Freeman;9990,9992
5011;Kym Douglas;4765
5012;Kyoko Hikawa;9143,9144,9145,9918,10915
5013;Kyra Davis;9047
5014;L. Alan LeDoux;9398
5015;L. David Allen;8089
5016;L. Frank Baum;2792
5017;L. John Mason;9821
5018;L. Sprague de Camp;2217,4856,10340
5019;L.A. Banks;2287,2301,2304,2305,2405,2407,2440,2441,10175
5020;L.J. Ganser;222,244
5021;L.J. Swingle;1396
5022;L.M. Montgomery;11,1893,4673,4997,5259,5363,5376,7327,7328,8966,9104
5023;L.P. De Castelvecchio;8507
5024;Lacey Savage;10116
5025;Lady Sarashina;1193
5026;Lala Okamoto;10929
5027;Lalita Tademy;4429
5028;Lalla Ward;4799
5029;Lan Medina;8871,8880,9394
5030;Lan Samantha Chang;1109
5031;Lana Wachowski;8882
5032;Lance Armstrong;1946
5033;Lance Williams;9949
5034;Lane Dunlop;3054
5035;Lane Smith;1143,7480,10589
5036;Langdon Hammer;1512
5037;Langston Hughes;9312
5038;Lani Diane Rich;10628
5039;Lani Guinier;126
5040;Lao Tzu;9537
5041;Lara Deloza;9047
5042;Larbi Oukada;5732
5043;Larissa Volokhonsky;1219,1234,3064,3109,3164,3165,5320,8701
5044;Lark Books;9656
5045;Larousse;3662
5046;Larry Law;8581
5047;Larry B. Crowder;9317
5048;Larry Bond;6978
5049;Larry Burkett;2
5050;Larry Dean Benson;3747
5051;Larry Dixon;7061,8442,8447,8452
5052;Larry J. Koenig;571
5053;Larry J. Sabato;2553,2555,2557,2560,2561
5054;Larry J. Stephens;801
5055;Larry Kanuit;7892
5056;Larry McCaffery;9324
5057;Larry McMurtry;6232,6303,6679
5058;Larry Niven;4262,4414
5059;Larry Segriff;3911,3973
5060;Larry Sloman;6699
5061;Larry Young;10561
5062;Lars Jensen;10446
5063;Larzer Ziff;1167
5064;Laszlo Kubinyi;6265
5065;Laura Jordan;10938
5066;Laura Anne Gilman;3271
5067;Laura Buller;7076
5068;Laura Caldwell;2932,9047
5069;Laura Cangemi;11064
5070;Laura Cornell;183
5071;Laura Dave;5793
5072;Laura Driscoll;7478,9071
5073;Laura E. Berk;1937
5075;Laura Esquivel;7403
5076;Laura Florand;7237
5077;Laura Furman;8684
5078;Laura Gibbs;1849
5079;Laura Gibson;6688
5080;Laura Godwin;7489,7492
5081;Laura Harris;1849
5082;Laura Huliska-Beith;7795
5083;Laura Ingalls Wilder;192,272,341,493,494,495,496,497,498,725,749,764,765,766,767,768,769,770,772,777,3395,8860,8861,8862
5084;Laura Lippman;293
5085;Laura Parkinson;6890
5086;Laura Resnick;4293,8435
5087;Laura Ries;433
5088;Laura Rosenthal;9598
5089;Laura Ruby;9047
5090;Laura Schlessinger;7167
5091;Laura Thomson;19
5092;Laura Zuccotti;4131
5093;Laurel Lefkow;5487
5094;Laurel Merlington;10232
5095;Laurel Thatcher Ulrich;6088
5096;Laurel Winter;1483
5097;Laurell K. Hamilton;2764,2765,2851,3940,3956,3957,3975,3980,3992,3996,4006,4026,4973,4975,4976,4977,4979,4980,4982,4984,4986,4988,5478,7390,7542,10792,10793
5098;Lauren Levin;9073
5099;Lauren Bacall;653
5100;Lauren Blitzer;9073
5101;Lauren Haney;7444
5102;Lauren Henderson;52
5103;Lauren Na;9936
5104;Lauren Slater;5754
5105;Lauren Stringer;1648
5106;Lauren Weisberger;2151,9058
5107;Lauren Willig;5168
5108;Laurence L. Brunton;799
5109;Laurence Olivier;5863
5110;Laurence Senelick;1160,3647
5111;Laurence Sterne;3242
5112;Laurence Yep;735,737,739,747,771,8060
5113;Laurent de Brunhoff;7849
5114;Laurent Genefirt;7451
5115;Laurie Garrett;7505
5116;Laurie Halse Anderson;9739,9740
5117;Laurie Notaro;3238,3239,7991,7992,8778,10777
5118;Laurie Thompson;886,8686,8797,9439
5119;Laurie Wertz;7351,7352
5120;Laury Magnus;2873,5249
5121;Lavigne;5618
5122;Lavonne Neff;8162
5123;Lawrence Block;348,350,351,457,480,3337,6997,8234,8499,8694
5124;Lawrence C. Connolly;8450
5125;Lawrence Di Fiori;5157
5126;Lawrence Durrell;1012,1013,1014,5532,5544,6502
5127;Lawrence Ferlinghetti;1570,8351
5128;Lawrence Lessig;4791
5129;Lawrence M. Friedman;4779
5130;Lawrence M. Krauss;599
5132;Lawrence Otis Graham;175,601
5134;Lawrence Raab;1570
5135;Lawrence Rainey;2102
5136;Lawrence S. Ritter;10539
5137;Lawrence Sanders;3858,3859,3869,3877,3919,8314
5138;Lawrence Scanlan;2731
5139;Lawrence Schimel;4249,8435,8442,8449
5140;Lawrence Sutin;6127
5141;Lawrence Vogel;7840
5142;Lawrence Watt-Evans;4249,9814,10564,10628
5143;Le Ly Hayslip;3457,4720
5144;Léa Silhol;10555
5145;Leah Bendavid-Val;7582
5146;Leah D. Janeczko;4131,4132
5147;Leah Wilson;10628,10629
5148;Leanne Banks;2411
5149;Leanne M. Olds;3573
5150;Lee Charles Kelley;224,225,226,352
5151;Lee Chi-Hyong;9932
5152;Lee Child;293,6589,7344,9207,9889,10032,10033
5153;Lee Epstein;8796
5154;Lee Fukui;7298
5155;Lee Loughridge;8893,9383
5156;Lee Nelson;9246
5157;Lee Seldes;2108
5158;Lee Stringer;6748
5159;Lee Strobel;2206
5160;Lee Yun-Hee;9934,9935
5161;Leena Nivala;7627
5162;Legs McNeil;7643
5163;Leigh Eddings;2726,4388
5164;Leigh Nichols;3784,3865,3871,3875,5000,6907
5165;Leil Lowndes;798
5166;Leila Vennewitz;6501
5167;Leinil Francis Yu;7386
5168;Len Cariou;2518,4468
5169;Len Wein;8902
5170;Len Wiseman;6824,6825
5171;Lena Tabori;8578
5172;Lennard Zinn;10552
5173;Lennart Hellsing;11070
5174;Leo Bersani;10548
5175;Leo Dillon;5228
5176;Leo Kottke;6585
5177;Leo Rauch;8316
5178;Leo Strauss;1996
5179;Leo Tolstoy;1219,3066,4672,4772,4904,4934,6253,6526,7984,8018,8090,9999,10188
5180;Leon A. Edney;3884
5181;Leon Breedt;8661
5182;Leon Edel;8556
5183;Leon Sciaky;9838
5184;Leon Stover;3223
5185;Leon Uris;383,635,5260,5262,5265,5279,5282
5186;Leon Wieseltier;7742
5187;Leona Nevler;4493
5188;Leonard Orr;8143
5189;Leonard B. Lubin;734,736
5190;Leonard Baskin;8293,8456
5191;Leonard Cottrell;2106
5192;Leonard J. Kent;1961
5193;Leonard M. Friedman;105
5194;Leonard Maltin;9968
5195;Leonard Michaels;3004
5196;Leonard Mlodinow;5470,11018
5198;Leonard Peikoff;4561,4565,4725,4731
5199;Leonard Richardson;5622
5200;Leonard S. Marcus;148,780,5803
5201;Leonard Schapiro;1199
5202;Leonard Stanton;1616
5203;Leonard Sweet;2199,2205,7553
5204;Leonard Tancock;1180
5205;Leonard W. Shortall;5348
5206;Leonard Wolf;4716
5207;Leonard Woolf;1691,1730
5208;Leonardo da Vinci;1836,2083,9639
5209;Leonardo Padura;10234
5210;Leonid Andreyev;4904
5211;Leonor Tejada Conde-Pelayo;11094
5212;Leonore Fleischer;4523
5213;Lera Miles;5085
5214;Lerner Publishing Group;8121
5215;Lerone Bennett Jr.;979,8362
5216;Leroy Satchel Paige;10539
5217;Les Beletsky;10604
5218;Les Firbank;8952
5219;Les Parrott III;7395
5220;Les Standiford;4485,8759
5221;Lesley Glaister;6931
5222;Lesley Lipson;1802
5223;Lesley McBain;3271
5224;Leslie A. Kelly;589
5225;Leslie Gross Portney;8181
5226;Leslie Kelly;2959,2977
5227;Leslie S. Klinger;3556,3562
5228;Leslie Tryon;9070
5229;Leslie What;10555
5230;Lester del Rey;2374,2752
5231;Lester Dent;10603
5232;Let's Go Inc.;2316
5233;Lew Nichols;9665
5234;Lew Richmond;8286
5235;Lewis B. Namier;1894
5236;Lewis Carroll;1395,2085,3657,6366,7843,9985
5237;Lewis Perdue;11026
5238;Li Bai;1191,8530
5239;Li Ho;8530
5240;Li Shang-yin;8530
5241;Lia Matera;5868
5242;Liam Callanan;3417
5243;Libba Bray;6400
5244;Libby Keatinge;8633
5245;Library Company of Philadelphia;6560
5246;Lidia Matticchio Bastianich;7309,8731,8732
5247;Liesl Mueller;1570
5248;Lilia V. Villanueva;2071
5249;Lilian Jackson Braun;6910,6911
5250;Liliana Valenzuela;9545
5251;Lilli Carré;5762
5252;Lillian Hellman;6053
5253;Lillian Hoban;860
5254;Lillian Olsen;9899
5255;Lilly Wachowski;8882
5256;Lily Trokenberg Hechtman;7603
5257;Lin Carter;2643,2665,8394,8396,9476,9811,9812
5258;Lin Salamo;5081
5259;Lincoln Child;2152,3497,4342,4376,4386,7272,7344,9212,10076
5260;Linda Anderson;6749
5261;Linda Asher;163,459,532,534
5262;Linda Baker;8450
5263;Linda Chapman;4069
5264;Linda Cloverdale;10297
5265;Linda Francis Lee;2312
5266;Linda G. Russek;7281
5267;Linda Glaser;7109
5268;Linda Gregg;2570
5269;Linda Hall;9635
5270;Linda Howard;2886
5271;Linda Jennings;1136
5272;Linda Jones;4948
5273;Linda Lael Miller;2931,5902,6750,7092,9489
5274;Linda Lay Shuler;4597
5275;Linda Lear;2321,5689
5276;Linda M. Shires;1272
5277;Linda Mannheim;8450
5278;Linda Medley;8871
5279;Linda P. Baker;7070,8449
5280;Linda Sunshine;3089
5281;Linda Turner;2918
5282;Linda Wagner-Martin;1601
5283;Lindsay Crouse;3073
5284;Lindsay Harrison;4583
5285;Lindsay Mack;9528
5286;Lindsey Davis;5490
5287;Lindsey Johnston;9833
5288;Lionel Trilling;1749,7869
5289;Lisa Carey;3340
5290;Lisa Chaney;872
5291;Lisa Falkenstern;726
5292;Lisa Gardner;5409,5432,5469
5293;Lisa Goldstein;4262
5294;Lisa Jackson;8081
5295;Lisa Jewell;52
5296;Lisa Loomer;5515
5297;Lisa Lowe;8116
5298;Lisa Mason;4249
5299;Lisa McCourt;4107,7826
5300;Lisa Pentreath;9262
5301;Lisa Romerein;2169
5302;Lisa S. French;10165
5303;Lisa See;7987,8775
5304;Lisa St. Aubin de Terán;1001
5305;Lisa Suttora;808
5306;Lisa Trumbauer;7543
5307;Lisa Unger;2170
5308;Lisa Wheeler;6359
5309;Lisa Whelchel;9843
5310;Lisanne Norman;7068
5311;Lise Albrechtsen;8952
5312;Lisette Lecat;8786
5313;Livia Reasoner;8450
5314;Livy;1178
5315;Liz Carlyle;6857
5316;Liz Ireland;8082
5317;Liz Palika;7183
5318;Liz Tuccillo;9082
5319;Liz Williams;7451
5320;Liza Dalby;5068
5321;Lizz Weis;443
5322;Lizzie Collingham;1885
5323;Ljiljana Cvekić;2266,4560
5324;Lloyd Alexander;1374,1375,1462,1483,5161,7719,7733,7734,7735,7736,7737,7738
5325;Lloyd Biggle Jr.;4262
5326;Lloyd Dangle;5762
5327;Lloyd P. Gerson;5115
5328;Lockhart Bogle;3235
5329;Logan Swanson;7225
5330;Lois Beckwith;7319
5331;Lois Gladys Leppard;8310,9269
5332;Lois H. Gresh;4840
5333;Lois Lenski;182,727,728,745,3249,3250,3268,6406
5334;Lois Lowry;1525,3531,3533,3534,4214,4219,4220,5753
5335;Lois N. Magner;8134
5336;Lola Vollen;10587
5337;Lolita Files;419
5338;Lonely Planet;10178,10179,10181,10182,10942
5339;Lonn M. Friend;7322
5340;Lope de Vega;6
5341;Lora Leigh;9110,10262
5342;Loral Dean;4820
5343;Lord Dunsany;1517,2737,2792,4922,9811
5344;Loree Lough;2996
5346;Lorelei King;2436
5347;Loren D. Estleman;5869
5348;Loren K. Jones;9020
5349;Lorenzo Carcaterra;1250,7993
5350;Lorenzo Da Ponte;4858
5351;Lori Avocato;665
5352;Lori Foster;7089
5353;Lori Fulton;2570
5354;Lori Grove;6558
5355;Lori Handeland;474
5356;Lori Lohstoeter;6392
5357;Lori McElrath-Eslick;7673
5358;Lorie O'Clare;10262
5359;Lorna Landvik;2761,2821,2890,4488,7691
5360;Lorna Raver;1944
5361;Lorrie Bortner;9300
5362;Lorrie Moore;2237,5499,6713,8711
5363;Lotte H. Eisner;5063
5364;Lou Diamond Phillips;10075
5365;Lou Marinoff;547
5366;Lou Priolo;10449
5367;Lou Schuler;9653
5368;Louann Brizendine;7318
5369;Louis Agassiz Fuertes;4903,4914
5370;Louis Auchincloss;6275
5371;Louis Begley;2755,4484
5372;Louis de Bernières;4038,6162
5373;Louis E. Catron;2569
5374;Louis Iribarne;1764,7837
5375;Louis J. Budd;8559,8567,10421
5376;Louis J. Prosperi;9250
5377;Louis L'Amour;5280
5378;Louis MacNeice;1570
5379;Louis Menand;71,3563
5380;Louis P. Pojman;5178
5381;Louis S. Glanzman;1480
5382;Louis Sachar;4055,4227,6944,6947,6948,6949,6950,6951
5383;Louis Slobodkin;1641,1653
5384;Louis-Ferdinand Céline;7888
5385;Louisa May Alcott;139,2473,4937,6537,8035,8932,9248,9354,9834,10547,11064
5386;Louise Bagshawe;52
5387;Louise Bates Ames;4241
5388;Louise Borden;5701
5389;Louise Bostock Lang;7078
5390;Louise Carter;5946
5391;Louise DeSalvo;9593
5392;Louise Fili;7896
5393;Louise M. Bishop;10385
5394;Louise Maude;1246,1614,6526,7984
5395;Louise Varèse;7862
5396;Loung Ung;478
5397;Lovern Kindzierski;9522
5398;Lowell Bair;4676
5399;Luann Walther;3516,6070,6151,6161
5400;Luanne Rice;5444
5401;Luc Sante;1605,9856
5402;Lucas Carlson;5622
5403;Luci Berkowitz;3584
5404;Lucia Graves;7031,7034
5405;Lucille Colandro;4148
5406;Lucius Shepard;2217
5407;Lucy Corvino;1498,1499,5026
5408;Lucy Grealy;2731
5409;Lucy Monroe;7092
5410;Ludovico Ariosto;1195,1829
5411;Ludwig Tieck;2792
5412;Ludwig Wittgenstein;706,3829,5768
5413;Luigi Barzini;8507
5414;Luigi Barzini;6238
5415;Luigi Pirandello;1036,3813,4873,6488,7641,8576,9852
5416;Luis Fernando Verissimo;7885
5417;Luis Murillo;11002
5418;Luis Sepúlveda;4077,4101,8281
5419;Luis Vélez de Guevara;10974
5420;Luise von Flotow;10481
5421;Luke Davies;2509
5422;Luke Welling;19
5423;Lydia Davis;1316,1524
5424;Lyle Saxon;8411
5425;Lyle Wesley Dorsett;7764
5426;Lyman L. Johnson;5726,8137
5427;Lyman S. Spitzer Jr.;4930
5428;Lyn Macdonald;1027
5429;Lyn Moir;1693
5430;Lynd Ward;1644
5431;Lynda Barry;5762,9535
5432;Lynda Curnyn;52,9047
5433;Lynda La Plante;293,4967
5434;Lynda Madison;9741
5435;Lynda Milligan;8593,10405
5436;Lynda S. Robinson;7444
5437;Lynn Balzer-Martin;10557
5439;Lynn Kurland;3900
5440;Lynn Setzer;8482
5441;Lynn Sharon Schwartz;1409
5442;Lynn Stegner;553
5443;Lynn Sweat;171,204,206,208,5629
5444;Lynn Willis;9486
5445;Lynne Ann DeSpelder;810
5446;Lynne Avril Cravath;1459
5447;Lynne Edwards;10628
5448;Lynne Rae Perkins;161
5449;Lynne Sharon Schwartz;1409
5450;Lynne Tillman;9490
5451;Lynne Truss;3807,10379
5452;Lynnette Khalfani;10598
5453;Lynsay Sands;405,406,407,474,4955,8212,8216,8220,8221,8222,8225,8229,8230
5454;Lysander Kemp;1162,7647
5455;M. Diane Vogt;7344
5456;M. James Sawyer;8135
5457;M. John Harrison;5330
5458;M. Sarah Klise;3330
5459;M. Scott Peck;6278,6644
5460;M. Voloshin;3542
5461;M. Weatherall;7836
5462;M.A. Screech;1213,1215,1545
5463;M.C. Beaton;4329,4363,4367,4381,4394,4395,4396,5340,8474
5464;M.J. Lempert;9486
5465;M.J. Levett;8323
5466;M.J. Rose;7344
5467;M.J. Trow;6972
5468;M.L. West;1841
5469;M.M. Kaye;2214,2240,2243,2244,2248
5470;M.P. Silverman;3542
5471;Mabel Esther Allan;6965,6967
5472;Mac L. Ricketts;8037
5473;Mack Reynolds;3293
5474;Madeleine Brent;4501,4509
5475;Madeleine L'Engle;721,4169,4246,4247,5627,5887,8085,8372,8373
5476;Madga Bogin;5212
5477;Madonna J. Hettinger;10385
5478;Maehler;1183
5479;Maeve Binchy;914,915,916,917,918,919,2146,3410,4159,4576,4693,6867,7015,7016,7017,10488,10708,10711
5480;Magda Botin;5212
5481;Maggie Black;7332
5482;Maggie Gee;1001
5483;Maggie Lew;4832
5484;Maggie Shayne;2919,4973
5485;Magner;8134
5486;Magnus J. Kruyski;6408
5487;Magnus Magnusson;874,3192,3193,8720
5488;Mahatma Gandhi;4899
5489;Maile Meloy;6676
5490;Maire Jaanus;934
5491;Maja Ueberle-Pfaff;10812
5492;Maki Murakami;11021
5493;Makoto Inoue;9128
5494;Malachy McCourt;425
5495;Malcolm Barber;5127
5496;Malcolm Cowley;1508
5497;Malcolm Gladwell;2500,7510
5498;Malcolm Godwin;1049
5499;Malcolm Heath;1217
5500;Malcolm Jones III;8893,9361,9367,9368,9369
5501;Malcolm Lowry;578
5502;Malcolm Margolin;8529
5503;Malcolm Schofield;3823,8323
5504;Malcolm X;7618
5505;Malvina G. Vogel;9619,10128,10129
5506;Mamie Harmon;3755
5507;Mamiko Murakami;10925
5508;Mamoru Oshii;9123
5509;Mandy Aftel;9809
5510;Manly Wade Wellman;8296
5511;Mansur Abdulin;10271
5512;Manu;6417
5513;Manuel de Lope;10951
5514;Manuel Espín;11057
5515;Manuel Komroff;934
5516;Manuel Rivas;11048
5517;Manuel Schonhorn;4886
5518;Manuela Soares;5060,5913
5519;Mao Zedong;4899,8652
5520;Marc Andreyko;8897
5521;Marc Bloch;3707
5522;Marc Brown;3265
5523;Marc Cashman;1944
5524;Marc Cotta Vaz;4119
5525;Marc E. Heine;1743
5526;Marc Eliot;8764
5527;Marc Frey;7131
5528;Marc J. Seifer;7785
5529;Marc Platt;4027
5530;Marc Reisner;7892
5531;Marc Romano;9847,9856
5532;Marc S. Gerstein;9247
5533;Marc Silvestri;7366,7386
5534;Marc Vietor;244
5535;Marcel Cardillo;8952
5536;Marcel Proust;1316,1317,1524,1590,3195,3196,3199,3711,6460,6463,7441,9341,9342,10224,10637
5537;Marcella Hazan;2656,3698,6223
5538;Marcelle Clements;4683
5539;Marcelo Covián;10995
5540;Marcelo Frusín;8870,8892
5541;Marcia Angell;3240,11085
5542;Marcia Muller;5868
5543;Marcia Thornton Jones;4109,4110,5569,5584,5586,5590,5594
5544;Marco Polo;4681
5545;Marcus Aurelius;1254
5546;Marcus Dods;6190
5547;Marcus J. Borg;327,328
5548;Marcus Tullius Cicero;5973
5549;Marcus Weigelt;1224
5550;Marcy Kelman;7494
5551;Marek Wieczorek;2070
5552;Marga Munkelt;1904
5553;Margaret Rose;7179
5554;Margaret A. Weiss;807
5555;Margaret A. Weitekamp;7610
5556;Margaret Atwood;2140,3468,3492,3500,8269,10232
5557;Margaret Ball;4293
5558;Margaret Bertha Synge;10166
5559;Margaret Brantley;1250,6845,6850
5560;Margaret Cho;2754
5561;Margaret Chodos-Irvine;1657
5562;Margaret Cohen;3683
5563;Margaret Crosland;927
5564;Margaret Drabble;1272,10263
5565;Margaret Feinberg;6546
5566;Margaret George;2227,2234,2585
5567;Margaret Hodges;2501
5568;Margaret Johnson;5148
5569;Margaret Jull Costa;441,646,1678,1682,1696,1701,7885,10386
5570;Margaret M. Scariano;4412
5571;Margaret MacMillan;3234
5572;Margaret Mahy;3271
5573;Margaret Mauldon;1843
5574;Margaret Mitchell;4420
5575;Margaret Peterson Haddix;6397
5576;Margaret Sanborn;8548
5577;Margaret Sayers Peden;238,422,682,683,4077,4767,5335,5336,5965,7624
5578;Margaret Shepherd;7320
5579;Margaret Sidney;4213,9072
5580;Margaret Smith;1405
5581;Margaret Thaler Singer;7549
5582;Margaret Truman;2852,4486,4495
5583;Margaret Weis;443,613,614,615,621,2701,2702,2729,4249,4414,5294,5373,5379,5390,5407,7517,7518,7519,7520,7523,7525,7526,7527,7529,7530,7531,7533,7534,7535,7536,7537,7546,8405,8449,8450,10602
5584;Margaret Weiss;7603
5585;Margaret Wise Brown;408,649
5586;Margarita Ardanaz;11005
5587;Margarita E. Valdes;691
5588;Margarita Guerrero;1610
5589;Margery Clark;3363
5590;Margery Facklam;9545
5591;Margo Culley;3661
5592;Margo Daly;10252
5593;Margo Glantz;9829
5594;Margo Maine;8538,8539
5595;Margot Adler;1578
5596;Margot Norris;425
5597;Margot Paronis;6363
5598;Margot Patterson Doss;725
5599;Margot Theis Raven;9747
5600;Marguerite Duras;3719,7614,7620,9428,9548,10643,10646,10838
5601;Marguerite Henry;9077
5602;Marguerite Krause;10564
5603;Marguerite Van Cook;9370
5604;Marguerite Yourcenar;3048
5605;Mari Mancusi;3998,4007,8236
5606;Maria Alexander;10564
5607;Maria Antonia Garcés;8155
5608;Maria Boulding;9421
5609;Maria Coffey;2295
5610;María Eugenia Ciocchini Suárez;6638
5611;Maria Helena da Rocha Pereira;1245
5612;Maria K. Bachman;1389
5613;María Mir;4538
5614;María Pérez López de Heredia;11034
5615;Maria Skobtsova;9544
5616;Maria Tatar;3560
5617;Maria Teresa Marenco;10674
5618;Maria Tucci;509
5619;María Victoria Alonso Blanco;10975
5620;Marian Eide;1512
5621;Marian Keyes;52,155,158,159,349,420,850,910,1296,6867,8676,10487,10704,10709,10736,10806,10813,10848,11054
5622;Marianna Mayer;1161,6323
5623;Marianne Moore;10539
5624;Marianne Sturman;8090,8096
5625;Marianne Véron;10747
5626;Marianne Williams;1530
5627;Marianne Williamson;9579
5628;Marie McSwigan;1477
5629;Marie Milpois;10688
5630;Marie Nonnast;6343
5631;Marie Rudisill;9693
5632;Marie Tahir;6532
5633;Marie-Catherine Caillava;10564,10716
5634;Marie-Hélène Sabard;10668
5635;Marie-Odile Fortier-Masek;10652
5636;Marieka Heinlen;9603
5637;Mariel Hemingway;504
5638;Marili Margomenou;9719
5639;Marilyn Bader;8610
5640;Marilyn Campbell;4625
5641;Marilyn Herbert;10478
