key;author_name;book_ids
1909;Deborah Blum;10053
1910;Deborah Bray Haddock;6549
1911;Deborah Eisenberg;3032
1912;Deborah Esch;3658
1913;Deborah Garrison;10455
1914;Deborah Gregory;7469
1915;Deborah Hopkinson;4074
1916;Deborah Jones;9654
1917;Deborah Spungen;4530
1918;Deborah T. Curren-Aquino;5097
1919;Deborah Woodworth;3329
1920;Debra Cowan;2939
1921;Debra Doyle;4646
1922;Debra Garrison;10455
1923;Debra Hess;7111,7112,7113,7114,7115
1924;Debra Marquart;9714
1925;Declan Kiberd;1328
1926;Deena Warner;9823
1927;Deepak Chopra;4740
1928;Deidre S. Laiken;9620
1929;Deidre Shauna Lynch;1394
1930;Deirdre Bair;1064
1931;Deirdre English;8803
1932;Deirdre Le Faye;1804,7332,9416
1933;Deirdre Purcell;6867
1934;Delba Winthrop;1227
1935;Delia Mateovich;8674
1936;Delia Sherman;1483,4721,5435,5804,10432,10555
1937;Deloris Jordan;6353,6393
1938;Deni Brown;7567
1939;Denis Diderot;1180,1835,4866,10770
1940;Denis Donoghue;9405
1941;Denis Feeney;1229
1942;Denis Johnson;530,595,596,862,3821,10583
1943;Denis Kelly;3758
1944;Denis O'Hare;9791
1945;Denis Waitley;3857
1946;Denise A. Agnew;9111
1947;Denise Brunkus;3261,4230,4231,4232,6205
1948;Denise Dersin;7354,7358,7829
1949;Denise Grollmus;434
1950;Denise Hamilton;7344
1951;Denise J. Wedel;4314
1952;Denise Levertov;1162
1953;Denise Little;621
1955;Denise Riley;8058
1956;Dennis Adler;7409
1957;Dennis Brindell Fradin;4472
1958;Dennis Cramer;9371
1959;Dennis Etchison;2373,7921
1960;Dennis Holland;244
1961;Dennis Janke;9377
1962;Dennis Kunkel;9546
1963;Dennis L. Kasper;796
1964;Dennis Lehane;671,1698,3309,3314
1965;Dennis Locorriere;656
1966;Dennis Lynds;7344
1967;Dennis Nolan;7684
1968;Dennis Slifer;9214
1969;Denny Caringer;6447
1970;Denys L. Page;1900
1971;Derek J. Balling;5616
1972;Derek Jacobi;1083
1973;Derek Kirk Kim;8873
1974;Derek Waring;7585
1975;Dermot Moran;3825
1976;Dero A. Saunders;1008
1977;Derrick A. Bell;3615
1978;Deryck Guyler;5492
1979;Desmond Lee;1245
1980;Desmond Morris;3408
1981;Detlev J.K. Peukert;7821
1982;Devin McKinney;5944
1983;Devon Monk;7068
1984;Devon W. Carbado;9591
1985;Devra Davis;4781
1986;Diablo Cody;9948
1987;Dian Hanson;10868
1988;Diana Bryan;3246,5683
1989;Diana Butler Bass;9451
1990;Diana Castellanos;11084
1991;Diana Cooper;6960
1992;Diana Gabaldon;933,3394,3414,3415,3418,3441,4172,4205,7329
1993;Diana Kendall;4939
1994;Diana L. Paxson;4645
1995;Diana M. Lewis;3835
1996;Diana Magnuson;6215
1997;Diana Palmer;2926,2974
1998;Diana Pavlac Glyer;2061
1999;Diana Peterfreund;9047
2000;Diana Schutz;9982
2001;Diana Vreeland;5808
2002;Diana Wynne Jones;377,657,761,783,785,1483,1489,5558,9120,9121
2003;Diane Kennedy;4435
2004;Diane Dawson Hearn;6340
2005;Diane deGroat;4219
2006;Diane Dillon;5228
2007;Diane Dorrans Saeks;8244
2008;Diane Duane;3880,3882,3906,5929
2009;Diane Goode;5639,6207
2010;Diane Haeger;8763
2011;Diane Johnson;1592,3004,4750,6461,7581,8009,8684,10949
2012;Diane M. Hanson;8497
2013;Diane Mott Davidson;5395
2014;Diane Setterfield;6743
2015;Diane Waldman;4946,7842
2016;Diane Whiteside;3991
2017;Dick Davis;1622,8015
2018;Dick Francis;3783,3797,3927,3928,3929,3931,3932,3935,3938,3941,3947,3950,3952,3953,3961,3963,3964,3987,3988,3993,3994,4003,4507,4513,4514,4966,4968,4969,6499
2019;Dick Giordano;9361,9363,9389
2020;Dick Hill;4385,9211,9889,10032,10033,10117,10139,10140
2021;Dick Perry;130
2022;Dick Schaap;3809
2023;Dick Stivers;2953
2024;Diego Rivera;3089
2025;Diethard Herles;10848
2026;Dinah L. Moché;4822
2027;Dinesh D'Souza;6277
2028;Dirk Cussler;3792,3972
2029;Dirk Maggs;5486
2030;Dirk van Gunsteren;10817
2031;Dirk Zimmer;746
2032;Diskin Clay;1254,8323
2033;Dixie Cash;316,663
2034;Dmitri Nabokov;1355
2035;Dobrica Erić;11062
2036;Dodie Smith;2230
2037;Dōgen;8286
2038;Dolores M. Koch;10248
2039;Domingo Santos;11040
2040;Don Wood;8265
2041;Don Lee;3636
2042;Don Watson;7028
2043;Don Colbert;8419
2044;Don DeBrandt;10564
2045;Don DeLillo;935,1029,1081,1098,2603,6054,6055,6276,6615,6649,6706,9059,9628,10539,10747
2046;Don E. Fehrenbacher;8561
2047;Don E. Wilson;7079
2048;Don Freeman;4210
2049;Don Ihde;8455
2050;Don Leslie;10045
2051;Don Macmillan;7100
2052;Don Pendleton;2953
2053;Don Perrin;7519
2054;Don Richard Cox;1389
2055;Don Roberts;1927
2056;Don Rosa;8506,10445,10446
2057;Don Shula;789
2058;Don Snowden;2104
2059;Don Tothe;8414
2060;Don Warrington;6821
2061;Don Webb;10433
2062;Donada Peters;1244
2063;Donal Donnelly;425
2064;Donal O'Kelly;850,10848
2065;Donald Watson;7650
2066;Donald Lloyd;10036
2067;Donald A. Cress;8315,8320,8329
2068;Donald A. Mackenzie;5056
2069;Donald A. Norman;4794,4796,4797
2070;Donald A. Yates;1339,7882
2071;Donald Adamson;1187
2072;Donald Barthelme;1321
2073;Donald D. Stull;5179
2074;Donald Devenish Walsh;7884
2075;Donald F. Glut;2833
2076;Donald Goines;8299,8300
2077;Donald H. Wolfe;291
2078;Donald Hall;1570
2079;Donald J. Bingle;7068,7070,8449
2080;Donald J. Crump;8294
2081;Donald J. Gray;3657
2082;Donald J. Mastronarde;1878
2083;Donald J. Sobol;5238,5348,5350,5351
2084;Donald J. Trump;2859
2085;Donald J. Zeyl;8323
2086;Donald Kagan;3454
2087;Donald Keene;2003,10923
2088;Donald L. Lawler;1795
2089;Donald M. Allen;7613
2090;Donald M. Frame;5005
2091;Donald Miller;7391,7396,7397
2092;Donald R. Burleson;9476
2093;Donald R. Gallo;2451
2094;Donald Spoto;2112,3447,6599,8044
2095;Donald Sutherland;6882
2096;Donald T. Phillips;4328
2097;Donald Tyson;8366
2098;Donald Weise;9591
2099;Donald Zochert;3292
2100;Donaldo Macedo;6606
2101;Donna Dale Carnegie;6704
2102;Donna Diamond;357
2104;Donna Freitas;7551,7554
2105;Donna Goldberg;6692
2106;Donna Hill;4596,7093
2107;Donna Ickes;9289
2108;Donna Leon;8306
2109;Donna M. Jackson;5717
2110;Donna Tartt;8688
2111;Donna VanLiere;2261
2112;Donna Woolfolk Cross;2711
2113;Doranna Durgin;3271
2114;Doreen Cronin;135,6361,6803
2115;Doreen Roberts;10304
2116;Doris Ettlinger;768
2117;Doris Kearns Goodwin;6230,6696
2118;Doris Kloster;2249
2119;Doris Lessing;548
2120;Dorothea Frede;8323
2121;Dorothea Shefer-Vanson;8095
2122;Dorothy Carnegie;5891
2123;Dorothy Corkille Briggs;3360
2124;Dorothy Dunnett;3696
2125;Dorothy L. Sayers;1169,1173,1175,2419
2126;Dorothy Leidner;4832
2127;Dorothy Lobrano Guth;388
2128;Dorothy P. Lathrop;6349
2129;Dorothy Parker;1325,1596,2317,6620,6713
2130;Dorothy Roberts;4800
2131;Doug Braithwaite;9360
2132;Doug Cushman;5699
2133;Doug Dorst;10583
2134;Doug Lansky;10576
2135;Doug Mahnke;8869
2136;Doug McClelland;4957
2137;Doug Moench;7372
2138;Doug Stanton;7721
2139;Doug Walsh;6894
2140;Doug Wheatley;9522
2141;Douglas A. Anderson;74,2792
2142;Douglas Adams;2123,2612,2719,2781,2783,5016,5031,5055,5486,5907,6219,6580,8769,9085,10141
2143;Douglas Brinkley;2689
2144;Douglas Brooks-Davies;4771
2145;Douglas C. Giancoli;960
2146;Douglas C. Kenney;4642
2147;Douglas Carrel;7144,7152
2148;Douglas Clegg;8211,8214,8219,8223,8224,8226,8227,9826,10407
2149;Douglas Coupland;66,101,602,6634,6635,9223,9224,9244,9245,9701,10132
2150;Douglas Downing;7162
2151;Douglas E. Winter;5556
2152;Douglas Gresham;7764
2153;Douglas Hansen;9340
2154;Douglas Hyde;1512
2155;Douglas M. MacDowell;1913
2156;Douglas Moffat;10385
2157;Douglas Niles;7525
2158;Douglas Parmée;1200,1826
2159;Douglas Preston;4342,4376,4386,7272,7344,9212,10044,10076
2160;Douglas R. Hofstadter;1110,4784,5303
2161;Douglas R. Nickel;2085
2162;Douglas Smith;374,376,606
2163;Douglas Stone;1090
2164;Douglas W. Carnine;5745
2165;Douglas W. Dlin;9512
2166;Douglass Parker;1898,4702
2167;Dow Mossman;9773
2168;Doyle Brunson;9667
2169;Doyle Partners;5727
2170;Dr. Seuss;86,87,90,91,94,95,96,3277,3733,3734,3735,3736,3739,6198,6209,6210,6214,6218,7809,8282,9433,10528
2171;Drea Zigarmi;6311
2172;Drew Bishop;590
2173;Drew Carey;7506
2174;Drew Hires;5568,5570
2175;Du Fu;1191
2176;Duck Baker;6585
2177;Dudley Fitts;1686,1687
2178;Dugald A. Steer;7144,7152
2179;Duncan Eagleson;9364
2180;Duncan Fegredo;8884
2181;Duncan Wu;3826
2182;Dustin Shramek;9686
2183;Dustin Thomason;4198
2184;Dwight A. McBride;9591
2185;Dwight D. Eisenhower;7602
2186;Dyan Sheldon;7153,8061
2187;Dylan Baker;509
2188;E. Billeter;9829
2189;E. Dale Saunders;3182,3183
2190;E. Gordon Rupp;5780
2191;E. Hoffmann Price;72,2691
2192;E. Nesbit;1138,1140,1279,1588,2792
2193;E.A. Lustig;9477
2194;E.A. Wyke-Smith;2792
2195;E.B. Long;10236
2196;E.B. Potter;9893
2197;E.B. White;388,389,487,490,758,10465,10666
2198;E.D.A. Morshead;4880,9096
2199;E.E. Cummings;1162,1570,8311,8313
2200;E.F. Bleiler;1811,8238
2201;E.F. Watling;1171
2202;E.F.J. Payne;4854
2203;E.H. Knatchbull-Hugessen;2792
2204;E.H. Warmington;5974
2205;E.J. Wagner;4831
2206;E.L. Doctorow;3088,4655,4727,5007,5232,5662,5663,6016,7752,8023
2207;E.L. Konigsburg;4212,9078
2208;E.M. Forster;1030,1408,3594,4652,5004,7869,9114
2209;E.R. Eddison;2648,2649,4927
2210;E.S. Haldane;7676
2211;E.T. Jones;10648
2212;E.V. Gordon;1895
2213;E.V. Rieu;551,1083
2214;E.W. Kemble;3212,3549
2215;Eamon Duffy;2090
2216;Earl L. Dachslager;10016
2217;Earl Lee;10428
2218;East Bay M. U. D. Staff;8649
2219;Ebba Segerberg;867,8838
2220;Eckhart Tolle;9618
2221;Ed Young;7658
2222;Ed Dorn;8114
2223;Ed Gorman;5446,5868,7434,9530
2224;Ed Horton;7028
2225;Ed McBain;1726,5840,6804,7005
2226;Ed Roberson;10458
2227;Ed Zotti;2690
2228;Eddie Campbell;8900
2229;Eddie de Oliveira;4147
2230;Eddie Robson;10275
2231;Edgar Allan Poe;440,1609,3362,4209,5002,6367,6443,7407,7892,7921,9998,10417,11086
2232;Edgar C. Marchant;5981
2233;Edgar Pangborn;2217
2234;Edgar Parin d'Aulaire;9854
2235;Edgar Rice Burroughs;1620,2663,2664,2666,2668,2669,2671,2684,5058,7674,7833,8856,8857,10176
2236;Edgar Rosenberg;3663
2237;Edith Grossman;557,8721,8745
2238;Edith Hall;1822
2239;Edith Hamilton;2499,3545,3546,4364,6433
2240;Edith Wharton;1601,3210,6265,6275,7922,8558,8564,9092,10177,10422,10423
2241;Edla Valdna;7996
2242;Edmond Hamilton;4262
2244;Edmund Burke;1820
2245;Edmund F.N. Jephcott;5947
2246;Edmund Hill;9423
2247;Edmund Morris;3205,7979
2248;Edmund S. Morgan;2093,2568,3587,3629
2249;Edmund Spenser;4771,10187
2250;Edmund Wilson;7876
2251;Edna Buchanan;4485
2252;Edna Hatlestad Hong;6416,6420
2253;Edna St. Vincent Millay;1570
2254;Eduardo Brandão;6070
2255;Eduardo Galeano;3591
2256;Eduardo García Murillo;11024,11030
2257;Eduardo Goligorsky;5636,10935
2258;Eduardo Rivero;9829
2259;Edward A. Bloom;1848
2260;Edward Albee;4614
2261;Edward Ardizzone;1642,1643,1647
2262;Edward Asner;3063,6590
2263;Edward B. Davis;5128
2264;Edward Bryant;2217
2265;Edward Bulwer-Lytton;9815
2266;Edward Burns;7280
2267;Edward C. Klatt;6503
2268;Edward Carmien;8449
2269;Edward Connery Lathem;7716
2270;Edward Copeland;5118
2271;Edward Countryman;2232
2272;Edward D. Hoch;5869
2273;Edward de Bono;816
2274;Edward De Souza;5492
2275;Edward Dreyer;8411
2276;Edward F. Edinger;8518
2277;Edward Friedman;7801
2278;Edward G. Brown;8286
2279;Edward G. Seidensticker;3718,6153,6155,10927
2280;Edward Gibbon;1008,1544
2281;Edward Gorey;1627,3775,7207
2282;Edward Hemingway;9418
2283;Edward Henry Blakeney;1172
2284;Edward J. Larson;5968
2285;Edward J. Thomas;6417
2286;Edward Lear;7795,10443
2287;Edward Lewis Wallant;9848
2288;Edward McCrorie;551,7604
2289;Edward Mendelson;1403,7795
2290;Edward O. Wilson;5689
2291;Edward P. Berglund;9477
2292;Edward P. Jones;265,432,444
2293;Edward Pickman Derby;9476
2294;Edward R. Tufte;8588,8589
2295;Edward Rutherfurd;2828
2296;Edward Sciranko;9289
2297;Edward Shenton;880
2298;Edward Slingerland;8337
2299;Edward St. Aubyn;10456
2300;Edward Steers Jr.;8031
2301;Edward T. Haslam;8667
2302;Edward T. Welch;8367
2303;Edward W. Said;1366,5972,6134,10358
2304;Edward Wellen;4293
2305;Edwidge Danticat;1093,3129,8719,9299,9659,10755
2307;Edwin M. Curley;1026
2308;Edwin Muir;523,553,857,7744,7752
2309;Edwin Page;6487
2310;Efraim Turban;4832
2311;Efrem Smith;8167
2312;Eiji Nonaka;8986,8987,8988,8989
2313;Eike Schönfeld;10818
2314;Eiki Eiki;654
2315;Eilat Negev;7453
2316;Eileen Dreyer;2410
2317;Eileen Ellenbogen;1756
2318;Eileen Gunn;10468
2319;Eileen Wilks;4982
2320;Eireann Corrigan;4065,4147
2321;Eirik Sonneland;8522
2322;Eithne Wilkins;523,7744
2323;El Hagahn;8592
2324;Elaine Barbieri;8217
2325;Elaine Bruner;5881
2326;Elaine Clayton;259,394,751,762
2327;Elaine Cunningham;7521,7545
2328;Elaine Pagels;6079
2329;Elaine Sciolino;6720
2330;Elaine Showalter;2881,7988,8025,10547
2331;Elaine Steinbeck;10409,10414
2332;Elaine Terranova;7911
2333;Elan Golomb;6321
2334;Elda Minger;2925
2335;Eleanor Clymer;5577
2336;Eleanor Dwight;6330
2337;Eleanor Estes;1641,1642,1643,1647,1653
2338;Eleanor Herman;466
2339;Eleanor J. Gibson;2047
2340;Eleanor Marx;3683
2341;Eleanor Taylor Bland;5869
2342;Eleanor Zelliot;6605
2343;Elena N. Mahlow;5174
2344;Elena Poniatowska;5640
2345;Eleonora Garcia Larralde;11084
2346;Eleonore Jonas;7840
2347;Eli Geffen;8952
2348;Elie Wiesel;3025,7747,7748,7750,7822,7823
2349;Elinor Dickson;9536
2350;Elinor Dorday;1798
2351;Elinor J. Pinczes;3774
2352;Elinor M. Brent-Dyer;59
2353;Eliot Asinof;7710
2354;Eliot Ness;9466
2355;Eliot Weinberger;1112,1162,7873,7875,7882
2356;Elisa Adams;9111
2357;Elisa Cerdan;8673
2358;Elisabeth Elliot;329
2359;Elisabeth Jean Wood;5090
2360;Elisabeth Kübler-Ross;6258,6263,6273
2361;Elisabeth Stopp;1221
2362;Elisabeth Sussman;2101
2363;Elisabeth Waters;8442
2364;Elise Broach;7722
2365;Elise Fried;9719
2366;Elise Juska;9047
2367;Elivia Savadier;6398
2368;Eliza Gaynor Minden;6680
2369;Eliza Minot;3132
2370;Elizabeth Stewart;7165
2371;Elizabeth Davis;9822
2372;Elizabeth George;255,256,5396,5397
2373;Elizabeth Gray;10238
2374;Elizabeth A. Lynn;4267,6864
2375;Elizabeth A. Schultz;6455
2376;Elizabeth Alexander;9255
2377;Elizabeth Ann Scarborough;2823,2824,8435,8445
2379;Elizabeth Bishop;1162,1570,2317,7875
2380;Elizabeth C. Economy;7601
2381;Elizabeth Castro;2564
2382;Elizabeth Clare Prophet;8519,8520
2383;Elizabeth Dalton;3704,8990
2384;Elizabeth F. Cooke;7972
2385;Elizabeth Gaskell;1834
2386;Elizabeth George;6541,6542,6543,6545,6547,6548
2387;Elizabeth Gilbert;1438,1580,2258,2584,3771,5675,5690,9000
2388;Elizabeth Hall Witherell;10424
2389;Elizabeth Hardwick;6192,8551
2390;Elizabeth Heine;1408
2391;Elizabeth Hillman Waterston;1893
2392;Elizabeth Hoyt;4406
2393;Elizabeth J. Asteraki;8952
2394;Elizabeth Jusino;4448
2395;Elizabeth Knowles;1911
2396;Elizabeth Kostova;9001,11061
2397;Elizabeth L. Fuller;3862
2398;Elizabeth Lowell;205,207,2968,2976,3321,9240
2399;Elizabeth M. Butler;5111
2400;Elizabeth Mann;10553
2401;Elizabeth Mayne;2947
2402;Elizabeth McCracken;2829
2403;Elizabeth Moon;5889,7266
2404;Elizabeth Noble;643
2405;Elizabeth Peters;3310,3311,3312,3315,4354,7444
2406;Elizabeth Plater-Zyberk;8291
2407;Elizabeth Russell Miller;8980
2408;Elizabeth Sayles;465
2409;Elizabeth Silverthorne;7573
2410;Elizabeth Stevens Girsch;10385
2411;Elizabeth Stewart;9109
2412;Elizabeth Story Donno;5125
2413;Elizabeth Strout;3210
2414;Elizabeth Stuart Phelps;8033
2415;Elizabeth von Arnim;8113,10814
2416;Elizabeth Wagele;713
2417;Elizabeth Watson Scharffenberger;8342
2418;Elizabeth Wein;1483
2419;Elizabeth Wurtzel;9588
2420;Elizabeth Wyckoff;1972
2421;Ellen Anker;7358
2422;Ellen Archer;8855
2423;Ellen Conroy Kennedy;3710
2424;Ellen Evert Hopman;8473
2425;Ellen Gordon Reeves;454,9429,9434
2426;Ellen Guon;9050
2427;Ellen H. Bleiler;4858
2428;Ellen Klages;1489
2429;Ellen Kushner;5435,10432
2430;Ellen Marriage;8963
2431;Ellen Meloy;3142,8689
2432;Ellen Raskin;1473
2433;Ellen Weiss;5727,6369
2434;Elliot Aronson;959
2435;Elliot S. Maggin;9373
2436;Elliott A. Norse;9317
2437;Elliott Currie;7704
2438;Elliott Erwitt;6491
2439;Ellis Weiner;2488
2440;Elmer Kennedy-Andrews;2010
2441;Elmore Leonard;4485,8693
2442;Eloise Wilkin;2195
2443;Elsa Mateo;11037
2444;Elspeth Huxley;978,1335
2445;Elvi Rhodes;5187
2446;Elvis Costello;9950
2447;Elwood Reid;3485
2448;Elye J. Alexander;10157
2449;Emerson Eggerichs;9938
2450;Emerson Spartz;9529
2451;Emil Brunner;9951
2452;Emil M. Cioran;9318
2453;Emile Martel;8158
2454;Émile Zola;1200,1223,1798,1825,1844,9284,10106,10107,10653
2455;Emilie Griffin;387
2456;Emilie Rose;2995
2457;Emily Agar;10281
2458;Emily Barr;52,7037
2459;Emily Blake;4139
2460;Emily Brontë;10186,11046
2461;Emily Dickinson;1570,3463,5945
2462;Emily Fiegenshuh;7543
2463;Emily Giffin;2286,2300
2464;Emily Jenkins;3279
2465;Emily Mann;8109
2466;Emily Townsend Vermeule;1972
2467;Emine Sevgi Özdamar;10481
2468;Emma Barker;2079
2469;Emma Bull;1483,1489
2470;Emma Donoghue;293,755,1632,1676,1724,1725,2005,2020,9231,9251,9252,10206,10483
2471;Emma Holly;3977,4008,4972,4974
2472;Emma McLaughlin;6686,10797,10948
2473;Emma Merritt;4625
2474;Emma Walton Hamilton;500
2475;Emmanuel Le Roy Ladurie;973,996,3716,10641
2476;Emmanuel Le Roy-Ladurie;10641
2477;Emmanuel Pailler;3281
2478;Emmanuel Rhoides;6502
2479;Emmuska Orczy;6850,8503
2480;Empedocles;1800
2481;Enid Blyton;2572,2627,2642
2482;Enric Tremps;10943
2483;Enrico Marini;10083
2484;Eoin Colfer;2172,2182,4090,7479,7482,7486,7490,7491,8279
2485;Eörs Szathmáry;1854
2486;Ephraim McLean;4832
2487;Ephraim Sevela;186
2488;Epictetus;714,5982,8512
2489;Erasmus;5780
2490;Ergin Altay;4910
2491;Erhan Sunar;8402
2492;Eric Weiner;7478
2493;Eric Kim;10600
2494;Eric A. Meyer;5625
2495;Eric B. Martin;7892
2496;Eric Baker;8603
2497;Eric Bentley;6,9293
2498;Eric Bischoff;9044
2499;Eric Bronson;7970
2500;Eric Brown;7451
2501;Eric Carle;3802
2502;Eric Chaisson;946,954
2503;Eric Flint;6866,9020,9023,9049
2504;Eric Frank Russell;5049
2505;Eric H.F. Law;8157
2506;Eric Hansen;3173
2507;Eric Hanson;10594
2508;Eric Hobsbawm;1226,2909,5112,8034,9430,9432,9438
2509;Eric Homberger;7728
2510;Eric Idle;2272,6066,6067
2511;Eric Jensen;9060
2512;Eric John;1003
2513;Eric Klinenberg;1981
2514;Eric Knight;10340
2515;Eric Lindor Fall;8258
2516;Eric McLuhan;3824
2517;Eric Michael Summerer;244
2518;Eric Mosbacher;7651
2519;Eric Muss-Barnes;8617
2520;Eric P. Kelly;6351
2521;Eric Pascarello;10581
2522;Eric R. Kandel;3561
2523;Eric R. Wolf;5065
2524;Eric Rasmussen;1813,10492
2525;Eric Salem;8575
2526;Eric Schlosser;451,1293,5179,5721,5756,8463
2527;Eric Searleman;9173
2528;Eric Shanower;9394
2529;Eric Steiger;10442
2530;Eric Sykes;98
2532;Eric Van Lustbader;7344
2533;Eric Wight;9958
2534;Éric-Emmanuel Schmitt;10673
2535;Erica Funkhouser;1570
2536;Erica Jankovich;9737
2537;Erica Jong;3625,4167,9753,9754,9755,9756,9757
2538;Erica Orloff;9047
2539;Erich Auerbach;9861
2540;Erich Fromm;654,2076,3837,4651,7700,7701,8138,8140,8147,8152
2541;Erich Gamma;1927
2542;Erich Maria Remarque;4517,7200,10556
2543;Erik Larson;1052
2544;Erik Darling;1944
2545;Erik Larson;3505,3506,5476,6566,8823
2546;Erika Tamar;252,253
2547;Erin McCarthy;7089,7095
2548;Erin McKean;1681
2549;Erin St. Claire;4355,4356,4383,4387,4393,7336,7338,7346,9233,9236,9237
2550;Erle Stanley Gardner;2685,2747,2748,2905,5036
2551;Ernest Alfred Vizetelly;9284,10106,10107
2552;Ernest Becker;6248
2553;Ernest Drake;7144
2554;Ernest Gellner;1852
2555;Ernest Hemingway;115,836,880,2317,6252,6256,6267,6270,6445,6666,6875,6882,8374
2556;Ernest J. Gaines;3111
2557;Ernest Lawrence Thayer;10539
2558;Ernest Reiss;10925
2559;Ernesto Laclau;10355,10357,10362
2560;Ernesto Mestre-Reed;6731
2561;Ernesto Sabato;10962
2562;Ernle Bradford;6974
2563;Ernst Fuchs;10425
2564;Ernst E. Jonas;10839
2565;Ernst Kaiser;523,7744
2566;Errol Flynn;10283
2567;Erroll McDonald;6074,6077
2568;Erving Goffman;3708,7909
2569;Erwin Raphael McManus;2205
2570;Esao Andrews;8873
2571;Esmeralda Santiago;6146
2572;Esteban Maroto;5058
2573;Estelle B. Freedman;4846
2574;Esther Allen;1112,1330,7725
2575;Esther Derby;8662
2576;Esther M. Friesner;3271,4249,4293,7068,8445
2577;Esther Pearl Watson;5762
2578;Esther Perel;385
2579;Esther Schor;7758
2580;Eteel Lawson;4676
2581;Ethan Van Sciver;7386
2582;Eudora Welty;645,1709,1732,1747,5958,6038,6071,6076,8378,10420
2583;Eugene Braunwald;796
2584;Eugene Hudson Long;3656
2585;Eugène Ionesco;7613,7650,10644
2586;Eugene J. McCarthy;10426
2587;Eugene Linden;4735
2588;Eugene O'Neill;2087,6161,8562,8563
2589;Eugenio Montale;1816
2590;Euripides;1222,1252,1803,1861,1871,1965,1966,1968,1969,1970,1971,1972,3545,3580,3818,4898,5254,5986,5989,5991,5992,5996,6493,7911,9117,9858
2591;Eva Brann;1954,8575,8618,9839,9840
2592;Eva-Maria Metcalf;7768
2593;Evan Solomon;8463
2594;Evan Thomas;6251,6664
2595;Evangeline Walton;110
2596;Evelyn C. White;9591
2597;Evelyn Cisneros;7173
2598;Evelyn Mayerson;4485
2599;Evelyn Rogers;8217
2600;Evelyn Vaughn;10628
2601;Evelyn Waugh;2537,2540,2541,8160
2602;Everyman's Library;6018
2603;Evon Zerbetz;9061
2604;Ewan McGregor;6868
2605;Ezra Pound;9849
2606;F. Gwynplaine MacIntyre;7451,8296
2607;F. Max Müller;1224
2608;F. Murray Abraham;6003,9533
2609;F. Paul Wilson;3861,4414,7344,7674
2610;F. Scott Fitzgerald;109,1333,5107,5155,6227,6229,6252,7193,7876,8356,9532
2611;F.F. Bruce;8196
2612;F.H. Mares;1908
2613;F.N. Robinson;3747
2614;F.P. Long;7102
2615;F.W. Hall;1899
2616;F.X. Toole;5695
2617;Fabian Nicieiza;8902
2618;Faith D'Aluisio;9662
2619;Faïza Guène;1710,7412
2620;Fannie Flagg;2779,4528,9002
2621;Fari Amini;3149
2622;FASA Corporation;9250
2623;Fatemeh Keshavarz;7815
2624;Fatih Özgüven;6062
2625;Faye Perozich;2686
2626;Federico García Lorca;3045,7802,7863,7881,9312
2627;Federico Villegas Silva Lezama;11027
2628;Felicia Dale;8450
2629;Félix Guattari;8051
2630;Fern Michaels;2774,8078,8080
2631;Ferris Cook;8068
2632;Fibben Hald;11070
2633;Fidelis Morgan;293
2634;Fiona Shaw;5123
2635;Fiona McAuslan;10251
2636;Fiona Patton;7061,7068
2637;Fiona Stafford;1388
2638;Fiona Stephen;6500
2639;Fiona Walker;52
2640;Fitz-James O'Brien;7922
2641;Flann O'Brien;9405
2642;Flannery O'Connor;6713,7921
2643;Fletcher Pratt;10340
2644;Fleur Adcock;1570
2645;Florence Lamborn;1122,1127,1262,1480,10427
2646;Florence Mortimer;10702
2647;Flores Alexander Forbes;3615
2648;Fodor's Travel Publications Inc.;8677
2649;Fontaine Dollas Dubus;7556
2650;Ford Madox Ford;10013
2651;Forrest Gander;8351
2652;Fran Leeper Buss;1464
2653;Fran Warde;3509
2654;Frances Beer;1152
2655;Frances Burney;1848
2656;Frances Butwin;5042,10522
2657;Frances Frenaye;7823
2658;Frances Gies;529
2659;Frances Goodrich;8111
2660;Frances Hodgson Burnett;191,4868
2661;Frances J. Roberts;10023
2662;Frances L. Ilg;4241
2663;Frances Liardet;3451
2664;Frances Mayes;7286
2665;Frances McCullough;3473
2666;Frances Morris;7848
2667;Frances Oliver;9242
2668;Frances Stonor Saunders;9431
2669;Francesca Lia Block;312,313,363,399,753,754,757,782,1468,1489
2670;Francesca Yorke;7502
2671;Francine du Plessix Gray;387
2672;Francine Kass;6254,6293
2673;Francine Pascal;5240,5266,5274,5275,5276,5277,5278,5281,5284,5290,5297,5298,5349,5352,5353,5354,5358,5377,5382,5848,5916,6747,6752,6756,6788,6789
2674;Francine Patterson;5589
2675;Francine Prose;147,198,411,486,666,8666,9490
2676;Francine Segan;3093
2677;Francis Davis;2115
2678;Francis Golffing;3368
2679;Francis Ledoux;10701,10707
2680;Francis Mason;3359
2681;Francis Mathy;7699
2682;Francis Maynell;9784
2683;Francis Meynell;9784
2684;Francis O'Gorman;9230
2685;Francis Ray;4596
2686;Francis Steegmuller;1156
2687;Francis Stevens;2792
2688;Francis Wheen;1404
2689;Francisco J. González;8323
2690;Francisco Rodriguez de Lecea;10999
2692;Françoise Adelstain;10689
2693;Frank Graham;4516
2694;Frank Muller;3514,6593
2695;Frank Beddor;7687
2696;Frank Darabont;9272
2697;Frank E. Peretti;9681,9682,9683,10098
2698;Frank Furedi;8154
2699;Frank Gannon;6713
2700;Frank Herbert;3779,4288,4290,4297,4301,5233,5554,7247,7248,7249,7271,11040
